timestamp;char_name;value
2023-05-16T04:14:40.236605;heartRate;15
2023-05-16T04:14:41.245099;heartRate;31
2023-05-16T04:14:42.254330;heartRate;18
2023-05-16T04:14:43.262923;heartRate;62
2023-05-16T04:14:44.271530;heartRate;100
2023-05-16T04:14:45.279847;heartRate;81
2023-05-16T04:14:46.289097;heartRate;100
2023-05-16T04:14:47.298196;heartRate;86
2023-05-16T04:14:48.307534;heartRate;91
2023-05-16T04:14:49.315769;heartRate;52
2023-05-16T04:14:50.324269;heartRate;5
2023-05-16T04:14:51.333663;heartRate;4
2023-05-16T04:14:52.342025;heartRate;53
2023-05-16T04:14:53.350898;heartRate;20
2023-05-16T04:14:54.359867;heartRate;57
2023-05-16T04:14:55.368647;heartRate;70
2023-05-16T04:14:56.378310;heartRate;11
2023-05-16T04:14:57.387120;heartRate;2
2023-05-16T04:14:58.395233;heartRate;75
2023-05-16T04:14:59.404663;heartRate;85
2023-05-16T04:15:00.413236;heartRate;67
2023-05-16T04:15:01.421614;heartRate;4
2023-05-16T04:15:02.430199;heartRate;60
2023-05-16T04:15:03.438707;heartRate;42
2023-05-16T04:15:04.447197;heartRate;93
2023-05-16T04:15:05.458533;heartRate;10
2023-05-16T04:15:06.467505;heartRate;61
2023-05-16T04:15:07.475925;heartRate;44
2023-05-16T04:15:08.484785;heartRate;29
2023-05-16T04:15:09.493967;heartRate;21
2023-05-16T04:15:10.503022;heartRate;30
2023-05-16T04:15:11.511999;heartRate;43
2023-05-16T04:15:12.520577;heartRate;2
2023-05-16T04:15:13.529672;heartRate;83
2023-05-16T04:15:14.538229;heartRate;20
2023-05-16T04:15:15.546829;heartRate;22
2023-05-16T04:15:16.555760;heartRate;1
2023-05-16T04:15:17.564007;heartRate;69
2023-05-16T04:15:18.572165;heartRate;26
2023-05-16T04:15:19.580348;heartRate;94
2023-05-16T04:15:20.587370;heartRate;74
2023-05-16T04:15:21.595192;heartRate;58
2023-05-16T04:15:22.604489;heartRate;45
2023-05-16T04:15:23.614456;heartRate;33
2023-05-16T04:15:24.623296;heartRate;11
2023-05-16T04:15:25.631422;heartRate;82
2023-05-16T04:15:26.639768;heartRate;69
2023-05-16T04:15:27.648338;heartRate;78
2023-05-16T04:15:28.656375;heartRate;49
2023-05-16T04:15:29.665189;heartRate;99
2023-05-16T04:15:30.674039;heartRate;30
2023-05-16T04:15:31.683060;heartRate;64
2023-05-16T04:15:32.692304;heartRate;55
2023-05-16T04:15:33.701056;heartRate;26
2023-05-16T04:15:34.709627;heartRate;99
2023-05-16T04:15:35.719672;heartRate;61
2023-05-16T04:15:36.728426;heartRate;89
2023-05-16T04:15:37.736502;heartRate;87
2023-05-16T04:15:38.745127;heartRate;32
2023-05-16T04:15:39.754974;heartRate;48
2023-05-16T04:15:40.765591;heartRate;75
2023-05-16T04:15:41.775574;heartRate;18
2023-05-16T04:15:42.784722;heartRate;38
2023-05-16T04:15:43.792206;heartRate;47
2023-05-16T04:15:44.800789;heartRate;11
2023-05-16T04:15:45.809357;heartRate;38
2023-05-16T04:15:46.818549;heartRate;56
2023-05-16T04:15:47.827142;heartRate;98
2023-05-16T04:15:48.835247;heartRate;56
2023-05-16T04:15:49.844310;heartRate;74
2023-05-16T04:15:50.852990;heartRate;7
2023-05-16T04:15:51.862066;heartRate;58
2023-05-16T04:15:52.869590;heartRate;49
2023-05-16T04:15:53.878225;heartRate;71
2023-05-16T04:15:54.887322;heartRate;55
2023-05-16T04:15:55.895367;heartRate;93
2023-05-16T04:15:56.903754;heartRate;15
2023-05-16T04:15:57.914365;heartRate;17
2023-05-16T04:15:58.922504;heartRate;75
2023-05-16T04:15:59.931249;heartRate;57
2023-05-16T04:16:00.939904;heartRate;80
2023-05-16T04:16:01.948759;heartRate;21
2023-05-16T04:16:02.957542;heartRate;28
2023-05-16T04:16:03.966977;heartRate;36
2023-05-16T04:16:04.975050;heartRate;60
2023-05-16T04:16:05.983609;heartRate;66
2023-05-16T04:16:06.992380;heartRate;11
2023-05-16T04:16:08.000788;heartRate;36
2023-05-16T04:16:09.009350;heartRate;29
2023-05-16T04:16:10.018185;heartRate;1
2023-05-16T04:16:11.027793;heartRate;63
2023-05-16T04:16:12.037274;heartRate;61
2023-05-16T04:16:13.045714;heartRate;78
2023-05-16T04:16:14.054645;heartRate;99
2023-05-16T04:16:15.063688;heartRate;38
2023-05-16T04:16:16.072238;heartRate;81
2023-05-16T04:16:17.081545;heartRate;77
2023-05-16T04:16:18.090544;heartRate;13
2023-05-16T04:16:19.100053;heartRate;76
2023-05-16T04:16:20.110447;heartRate;21
2023-05-16T04:16:21.118950;heartRate;81
2023-05-16T04:16:22.127468;heartRate;100
2023-05-16T04:16:23.135240;heartRate;13
2023-05-16T04:16:24.144656;heartRate;25
2023-05-16T04:16:25.152743;heartRate;3
2023-05-16T04:16:26.161071;heartRate;4
2023-05-16T04:16:27.169034;heartRate;14
2023-05-16T04:16:28.178264;heartRate;5
2023-05-16T04:16:29.187353;heartRate;39
2023-05-16T04:16:30.195867;heartRate;15
2023-05-16T04:16:31.203783;heartRate;80
2023-05-16T04:16:32.211989;heartRate;67
2023-05-16T04:16:33.220893;heartRate;98
2023-05-16T04:16:34.229230;heartRate;65
2023-05-16T04:16:35.237403;heartRate;71
2023-05-16T04:16:36.246266;heartRate;25
2023-05-16T04:16:37.255193;heartRate;92
2023-05-16T04:16:38.264363;heartRate;71
2023-05-16T04:16:39.269214;heartRate;59
2023-05-16T04:16:40.276365;heartRate;96
2023-05-16T04:16:41.284808;heartRate;63
2023-05-16T04:16:42.294048;heartRate;51
2023-05-16T04:16:43.303159;heartRate;56
2023-05-16T04:16:44.311817;heartRate;5
2023-05-16T04:16:45.323179;heartRate;90
2023-05-16T04:16:46.332610;heartRate;50
2023-05-16T04:16:47.341289;heartRate;5
2023-05-16T04:16:48.349439;heartRate;51
2023-05-16T04:16:49.358182;heartRate;68
2023-05-16T04:16:50.367357;heartRate;53
2023-05-16T04:16:51.373846;heartRate;51
2023-05-16T04:16:52.382345;heartRate;66
2023-05-16T04:16:53.390915;heartRate;83
2023-05-16T04:16:54.400371;heartRate;27
2023-05-16T04:16:55.410740;heartRate;55
2023-05-16T04:16:56.419437;heartRate;89
2023-05-16T04:16:57.428032;heartRate;76
2023-05-16T04:16:58.436027;heartRate;27
2023-05-16T04:16:59.445545;heartRate;63
2023-05-16T04:17:00.454245;heartRate;48
2023-05-16T04:17:01.463851;heartRate;53
2023-05-16T04:17:02.471992;heartRate;48
2023-05-16T04:17:03.480127;heartRate;31
2023-05-16T04:17:04.489735;heartRate;93
2023-05-16T04:17:05.498495;heartRate;81
2023-05-16T04:17:06.506767;heartRate;8
2023-05-16T04:17:07.515478;heartRate;84
2023-05-16T04:17:08.524390;heartRate;2
2023-05-16T04:17:09.532388;heartRate;18
2023-05-16T04:17:10.541617;heartRate;14
2023-05-16T04:17:11.551323;heartRate;29
2023-05-16T04:17:12.559328;heartRate;18
2023-05-16T04:17:13.568972;heartRate;33
2023-05-16T04:17:14.577672;heartRate;23
2023-05-16T04:17:15.586356;heartRate;25
2023-05-16T04:17:16.594605;heartRate;74
2023-05-16T04:17:17.603694;heartRate;55
2023-05-16T04:17:18.612272;heartRate;91
2023-05-16T04:17:19.621461;heartRate;16
2023-05-16T04:17:20.630629;heartRate;68
2023-05-16T04:17:21.639735;heartRate;74
2023-05-16T04:17:22.648311;heartRate;73
2023-05-16T04:17:23.656593;heartRate;88
2023-05-16T04:17:24.666407;heartRate;19
2023-05-16T04:17:25.673706;heartRate;76
2023-05-16T04:17:26.681741;heartRate;9
2023-05-16T04:17:27.690719;heartRate;47
2023-05-16T04:17:28.700172;heartRate;9
2023-05-16T04:17:29.708961;heartRate;35
2023-05-16T04:17:30.716250;heartRate;46
2023-05-16T04:17:31.724740;heartRate;96
2023-05-16T04:17:32.733299;heartRate;83
2023-05-16T04:17:33.741823;heartRate;46
2023-05-16T04:17:34.751996;heartRate;46
2023-05-16T04:17:35.761168;heartRate;64
2023-05-16T04:17:36.769718;heartRate;30
2023-05-16T04:17:37.778818;heartRate;33
2023-05-16T04:17:38.786829;heartRate;62
2023-05-16T04:17:39.795391;heartRate;31
2023-05-16T04:17:40.805537;heartRate;14
2023-05-16T04:17:41.814122;heartRate;36
2023-05-16T04:17:42.823042;heartRate;58
2023-05-16T04:17:43.831424;heartRate;79
2023-05-16T04:17:44.840538;heartRate;9
2023-05-16T04:17:45.849896;heartRate;23
2023-05-16T04:17:46.858140;heartRate;52
2023-05-16T04:17:47.866417;heartRate;80
2023-05-16T04:17:48.874349;heartRate;10
2023-05-16T04:17:49.882065;heartRate;71
2023-05-16T04:17:50.890731;heartRate;73
2023-05-16T04:17:51.901381;heartRate;92
2023-05-16T04:17:52.909959;heartRate;6
2023-05-16T04:17:53.917748;heartRate;68
2023-05-16T04:17:54.927294;heartRate;36
2023-05-16T04:17:55.936532;heartRate;50
2023-05-16T04:17:56.945535;heartRate;96
2023-05-16T04:17:57.954448;heartRate;79
2023-05-16T04:17:58.962965;heartRate;70
2023-05-16T04:17:59.971397;heartRate;35
2023-05-16T04:18:00.979891;heartRate;45
2023-05-16T04:18:01.988230;heartRate;1
2023-05-16T04:18:02.996858;heartRate;34
2023-05-16T04:18:04.004768;heartRate;85
2023-05-16T04:18:05.012743;heartRate;36
2023-05-16T04:18:06.022965;heartRate;68
2023-05-16T04:18:07.032197;heartRate;65
2023-05-16T04:18:08.040852;heartRate;1
2023-05-16T04:18:09.048875;heartRate;83
2023-05-16T04:18:10.061385;heartRate;24
2023-05-16T04:18:11.070505;heartRate;73
2023-05-16T04:18:12.080344;heartRate;98
2023-05-16T04:18:13.089301;heartRate;44
2023-05-16T04:18:14.098247;heartRate;67
2023-05-16T04:18:15.107317;heartRate;31
2023-05-16T04:18:16.115632;heartRate;69
2023-05-16T04:18:17.124402;heartRate;55
2023-05-16T04:18:18.133734;heartRate;10
2023-05-16T04:18:19.142483;heartRate;74
2023-05-16T04:18:20.151492;heartRate;15
2023-05-16T04:18:21.160124;heartRate;10
2023-05-16T04:18:22.169900;heartRate;74
2023-05-16T04:18:23.180017;heartRate;64
2023-05-16T04:18:24.189609;heartRate;82
2023-05-16T04:18:25.198480;heartRate;12
2023-05-16T04:18:26.207294;heartRate;87
2023-05-16T04:18:27.216706;heartRate;67
2023-05-16T04:18:28.225153;heartRate;48
2023-05-16T04:18:29.234968;heartRate;11
2023-05-16T04:18:30.243818;heartRate;36
2023-05-16T04:18:31.252556;heartRate;22
2023-05-16T04:18:32.261301;heartRate;1
2023-05-16T04:18:33.268675;heartRate;68
2023-05-16T04:18:34.277724;heartRate;2
2023-05-16T04:18:35.285732;heartRate;74
2023-05-16T04:18:36.294560;heartRate;74
2023-05-16T04:18:37.302691;heartRate;46
2023-05-16T04:18:38.313244;heartRate;58
2023-05-16T04:18:39.322348;heartRate;52
2023-05-16T04:18:40.331783;heartRate;13
2023-05-16T04:18:41.341427;heartRate;91
2023-05-16T04:18:42.350340;heartRate;99
2023-05-16T04:18:43.359118;heartRate;89
2023-05-16T04:18:44.368360;heartRate;6
2023-05-16T04:18:45.377465;heartRate;42
2023-05-16T04:18:46.386236;heartRate;41
2023-05-16T04:18:47.395089;heartRate;4
2023-05-16T04:18:48.404365;heartRate;79
2023-05-16T04:18:49.413599;heartRate;78
2023-05-16T04:18:50.422012;heartRate;86
2023-05-16T04:18:51.430292;heartRate;29
2023-05-16T04:18:52.439189;heartRate;18
2023-05-16T04:18:53.448283;heartRate;8
2023-05-16T04:18:54.457028;heartRate;4
2023-05-16T04:18:55.466088;heartRate;70
2023-05-16T04:18:56.475145;heartRate;72
2023-05-16T04:18:57.484095;heartRate;40
2023-05-16T04:18:58.492523;heartRate;47
2023-05-16T04:18:59.501528;heartRate;89
2023-05-16T04:19:00.509823;heartRate;97
2023-05-16T04:19:01.519230;heartRate;2
2023-05-16T04:19:02.528065;heartRate;95
2023-05-16T04:19:03.536948;heartRate;43
2023-05-16T04:19:04.545121;heartRate;76
2023-05-16T04:19:05.553828;heartRate;68
2023-05-16T04:19:06.561898;heartRate;28
2023-05-16T04:19:07.570582;heartRate;48
2023-05-16T04:19:08.579589;heartRate;12
2023-05-16T04:19:09.588361;heartRate;68
2023-05-16T04:19:10.596778;heartRate;73
2023-05-16T04:19:11.605971;heartRate;69
2023-05-16T04:19:12.614892;heartRate;9
2023-05-16T04:19:13.624750;heartRate;78
2023-05-16T04:19:14.633325;heartRate;27
2023-05-16T04:19:15.641435;heartRate;11
2023-05-16T04:19:16.650114;heartRate;13
2023-05-16T04:19:17.658381;heartRate;81
2023-05-16T04:19:18.667203;heartRate;79
2023-05-16T04:19:19.675704;heartRate;81
2023-05-16T04:19:20.683813;heartRate;87
2023-05-16T04:19:21.694107;heartRate;43
2023-05-16T04:19:22.704739;heartRate;23
2023-05-16T04:19:23.713773;heartRate;2
2023-05-16T04:19:24.722400;heartRate;32
2023-05-16T04:19:25.731737;heartRate;21
2023-05-16T04:19:26.740852;heartRate;51
2023-05-16T04:19:27.749945;heartRate;17
2023-05-16T04:19:28.758627;heartRate;15
2023-05-16T04:19:29.769351;heartRate;90
2023-05-16T04:19:30.778112;heartRate;79
2023-05-16T04:19:31.787100;heartRate;49
2023-05-16T04:19:32.795907;heartRate;16
2023-05-16T04:19:33.805038;heartRate;33
2023-05-16T04:19:34.813522;heartRate;95
2023-05-16T04:19:35.820747;heartRate;56
2023-05-16T04:19:36.828959;heartRate;88
2023-05-16T04:19:37.837771;heartRate;61
2023-05-16T04:19:38.846302;heartRate;38
2023-05-16T04:19:39.855316;heartRate;39
2023-05-16T04:19:40.863653;heartRate;22
2023-05-16T04:19:41.872314;heartRate;97
2023-05-16T04:19:42.880103;heartRate;23
2023-05-16T04:19:43.889288;heartRate;38
2023-05-16T04:19:44.897826;heartRate;65
2023-05-16T04:19:45.906310;heartRate;15
2023-05-16T04:19:46.914310;heartRate;56
2023-05-16T04:19:47.923254;heartRate;21
2023-05-16T04:19:48.931969;heartRate;61
2023-05-16T04:19:49.941340;heartRate;62
2023-05-16T04:19:50.950198;heartRate;90
2023-05-16T04:19:51.958525;heartRate;21
2023-05-16T04:19:52.968134;heartRate;31
2023-05-16T04:19:53.978444;heartRate;26
2023-05-16T04:19:54.987459;heartRate;24
2023-05-16T04:19:55.997123;heartRate;88
2023-05-16T04:19:57.005431;heartRate;34
2023-05-16T04:19:58.013879;heartRate;85
2023-05-16T04:19:59.022595;heartRate;37
2023-05-16T04:20:00.026821;heartRate;83
2023-05-16T04:20:01.033514;heartRate;51
2023-05-16T04:20:02.041813;heartRate;51
2023-05-16T04:20:03.050504;heartRate;67
2023-05-16T04:20:04.059972;heartRate;4
2023-05-16T04:20:05.069311;heartRate;16
2023-05-16T04:20:06.077775;heartRate;25
2023-05-16T04:20:07.087417;heartRate;100
2023-05-16T04:20:08.095631;heartRate;69
2023-05-16T04:20:09.104665;heartRate;12
2023-05-16T04:20:10.113965;heartRate;13
2023-05-16T04:20:11.122235;heartRate;90
2023-05-16T04:20:12.131500;heartRate;68
2023-05-16T04:20:13.140882;heartRate;94
2023-05-16T04:20:14.149854;heartRate;76
2023-05-16T04:20:15.160629;heartRate;83
2023-05-16T04:20:16.169146;heartRate;63
2023-05-16T04:20:17.178583;heartRate;26
2023-05-16T04:20:18.187629;heartRate;11
2023-05-16T04:20:19.196439;heartRate;82
2023-05-16T04:20:20.204501;heartRate;53
2023-05-16T04:20:21.213700;heartRate;77
2023-05-16T04:20:22.221833;heartRate;72
2023-05-16T04:20:23.230516;heartRate;81
2023-05-16T04:20:24.240941;heartRate;4
2023-05-16T04:20:25.249416;heartRate;88
2023-05-16T04:20:26.258352;heartRate;46
2023-05-16T04:20:27.267293;heartRate;91
2023-05-16T04:20:28.275901;heartRate;54
2023-05-16T04:20:29.284544;heartRate;65
2023-05-16T04:20:30.292468;heartRate;87
2023-05-16T04:20:31.301617;heartRate;44
2023-05-16T04:20:32.311292;heartRate;58
2023-05-16T04:20:33.320683;heartRate;29
2023-05-16T04:20:34.330279;heartRate;10
2023-05-16T04:20:35.338875;heartRate;56
2023-05-16T04:20:36.347628;heartRate;59
2023-05-16T04:20:37.356866;heartRate;73
2023-05-16T04:20:38.365875;heartRate;60
2023-05-16T04:20:39.375046;heartRate;99
2023-05-16T04:20:40.384118;heartRate;70
2023-05-16T04:20:41.392084;heartRate;43
2023-05-16T04:20:42.401050;heartRate;99
2023-05-16T04:20:43.410098;heartRate;96
2023-05-16T04:20:44.418866;heartRate;94
2023-05-16T04:20:45.427080;heartRate;31
2023-05-16T04:20:46.436325;heartRate;88
2023-05-16T04:20:47.445728;heartRate;46
2023-05-16T04:20:48.454473;heartRate;42
2023-05-16T04:20:49.462327;heartRate;30
2023-05-16T04:20:50.471722;heartRate;54
2023-05-16T04:20:51.481142;heartRate;95
2023-05-16T04:20:52.489660;heartRate;53
2023-05-16T04:20:53.498072;heartRate;9
2023-05-16T04:20:54.507843;heartRate;64
2023-05-16T04:20:55.516552;heartRate;6
2023-05-16T04:20:56.526090;heartRate;90
2023-05-16T04:20:57.535219;heartRate;25
2023-05-16T04:20:58.543638;heartRate;30
2023-05-16T04:20:59.552487;heartRate;71
2023-05-16T04:21:00.560859;heartRate;37
2023-05-16T04:21:01.570982;heartRate;96
2023-05-16T04:21:02.579840;heartRate;34
2023-05-16T04:21:03.589052;heartRate;63
2023-05-16T04:21:04.596793;heartRate;75
2023-05-16T04:21:05.605626;heartRate;38
2023-05-16T04:21:06.614289;heartRate;99
2023-05-16T04:21:07.623300;heartRate;7
2023-05-16T04:21:08.632280;heartRate;68
2023-05-16T04:21:09.640565;heartRate;28
2023-05-16T04:21:10.649220;heartRate;20
2023-05-16T04:21:11.658585;heartRate;80
2023-05-16T04:21:12.667625;heartRate;71
2023-05-16T04:21:13.676542;heartRate;36
2023-05-16T04:21:14.684991;heartRate;48
2023-05-16T04:21:15.693772;heartRate;92
2023-05-16T04:21:16.702931;heartRate;88
2023-05-16T04:21:17.711415;heartRate;92
2023-05-16T04:21:18.719681;heartRate;8
2023-05-16T04:21:19.728400;heartRate;29
2023-05-16T04:21:20.738099;heartRate;76
2023-05-16T04:21:21.747502;heartRate;79
2023-05-16T04:21:22.755690;heartRate;13
2023-05-16T04:21:23.764469;heartRate;62
2023-05-16T04:21:24.773205;heartRate;25
2023-05-16T04:21:25.782214;heartRate;3
2023-05-16T04:21:26.789764;heartRate;92
2023-05-16T04:21:27.797393;heartRate;16
2023-05-16T04:21:28.807197;heartRate;41
2023-05-16T04:21:29.817309;heartRate;71
2023-05-16T04:21:30.825953;heartRate;46
2023-05-16T04:21:31.834333;heartRate;73
2023-05-16T04:21:32.843542;heartRate;41
2023-05-16T04:21:33.852110;heartRate;66
2023-05-16T04:21:34.860161;heartRate;78
2023-05-16T04:21:35.869883;heartRate;60
2023-05-16T04:21:36.878302;heartRate;25
2023-05-16T04:21:37.886683;heartRate;20
2023-05-16T04:21:38.894667;heartRate;52
2023-05-16T04:21:39.904035;heartRate;64
2023-05-16T04:21:40.912341;heartRate;56
2023-05-16T04:21:41.922164;heartRate;59
2023-05-16T04:21:42.930310;heartRate;66
2023-05-16T04:21:43.939149;heartRate;41
2023-05-16T04:21:44.948328;heartRate;17
2023-05-16T04:21:45.955255;heartRate;40
2023-05-16T04:21:46.963412;heartRate;82
2023-05-16T04:21:47.972112;heartRate;20
2023-05-16T04:21:48.981273;heartRate;77
2023-05-16T04:21:49.990207;heartRate;97
2023-05-16T04:21:50.998951;heartRate;25
2023-05-16T04:21:52.009311;heartRate;22
2023-05-16T04:21:53.017559;heartRate;79
2023-05-16T04:21:54.026711;heartRate;46
