device_char_link_id;timestamp;value;is_sync;id
50;2023-05-16T04:15:06.582464;24;1;10991
50;2023-05-16T04:15:07.605777;85;1;10994
50;2023-05-16T04:15:08.630297;32;1;10997
50;2023-05-16T04:15:09.658822;78;1;11000
50;2023-05-16T04:15:10.679640;52;1;11003
50;2023-05-16T04:15:11.660814;23;1;11006
50;2023-05-16T04:15:12.686021;73;1;11009
50;2023-05-16T04:15:13.698989;53;1;11012
50;2023-05-16T04:15:14.727886;83;1;11015
50;2023-05-16T04:15:15.741936;80;1;11018
50;2023-05-16T04:15:16.727978;44;1;11021
50;2023-05-16T04:15:17.750654;94;1;11024
50;2023-05-16T04:15:18.782598;71;1;11027
50;2023-05-16T04:15:19.804527;99;1;11030
50;2023-05-16T04:15:20.778973;21;1;11033
50;2023-05-16T04:15:21.802423;61;1;11036
50;2023-05-16T04:15:22.826790;22;1;11039
50;2023-05-16T04:15:23.790222;59;1;11042
50;2023-05-16T04:15:24.824244;80;1;11045
50;2023-05-16T04:15:25.836138;15;1;11048
50;2023-05-16T04:15:26.856915;88;1;11051
50;2023-05-16T04:15:27.878205;25;1;11054
50;2023-05-16T04:15:28.853240;31;1;11057
50;2023-05-16T04:15:29.887591;33;1;11060
50;2023-05-16T04:15:30.910121;89;1;11063
50;2023-05-16T04:15:31.934900;82;1;11066
50;2023-05-16T04:15:32.964379;40;1;11069
50;2023-05-16T04:15:33.931380;37;1;11072
50;2023-05-16T04:15:34.958925;69;1;11075
50;2023-05-16T04:15:35.989255;61;1;11078
50;2023-05-16T04:15:37.001199;94;1;11081
50;2023-05-16T04:15:38.038038;13;1;11084
50;2023-05-16T04:15:39.010029;57;1;11087
50;2023-05-16T04:15:40.030799;67;1;11090
50;2023-05-16T04:15:41.050906;51;1;11093
50;2023-05-16T04:15:42.084656;76;1;11096
50;2023-05-16T04:15:43.087846;95;1;11099
50;2023-05-16T04:15:44.066669;7;1;11102
50;2023-05-16T04:15:45.106062;3;1;11105
50;2023-05-16T04:15:46.156524;79;1;11108
50;2023-05-16T04:15:47.155568;53;1;11111
50;2023-05-16T04:15:48.177642;29;1;11114
50;2023-05-16T04:15:49.152738;13;1;11117
50;2023-05-16T04:15:50.176057;60;1;11120
50;2023-05-16T04:15:51.200881;62;1;11123
50;2023-05-16T04:15:52.176344;33;1;11126
50;2023-05-16T04:15:53.202338;15;1;11129
50;2023-05-16T04:15:54.223389;78;1;11132
50;2023-05-16T04:15:55.246807;9;1;11135
50;2023-05-16T04:15:56.255726;54;1;11138
50;2023-05-16T04:15:57.244009;63;1;11141
50;2023-05-16T04:15:58.262375;77;1;11144
50;2023-05-16T04:15:59.275908;49;1;11147
50;2023-05-16T04:16:00.260870;45;1;11150
50;2023-05-16T04:16:01.292731;64;1;11153
50;2023-05-16T04:16:02.317133;64;1;11156
50;2023-05-16T04:16:03.327414;36;1;11159
50;2023-05-16T04:16:04.347110;83;1;11162
50;2023-05-16T04:16:05.335061;94;1;11165
50;2023-05-16T04:16:06.356817;63;1;11168
50;2023-05-16T04:16:07.382375;60;1;11171
50;2023-05-16T04:16:08.410125;58;1;11174
50;2023-05-16T04:16:09.433841;85;1;11177
50;2023-05-16T04:16:10.407022;80;1;11180
50;2023-05-16T04:16:11.430267;65;1;11183
50;2023-05-16T04:16:12.454786;6;1;11186
50;2023-05-16T04:16:13.478110;6;1;11189
50;2023-05-16T04:16:14.485791;11;1;11192
50;2023-05-16T04:16:15.525629;90;1;11195
50;2023-05-16T04:16:16.485617;39;1;11198
50;2023-05-16T04:16:17.526038;37;1;11201
50;2023-05-16T04:16:18.537006;11;1;11204
50;2023-05-16T04:16:19.574531;74;1;11207
50;2023-05-16T04:16:20.598629;42;1;11210
50;2023-05-16T04:16:21.571812;34;1;11213
50;2023-05-16T04:16:22.598128;62;1;11216
50;2023-05-16T04:16:23.570757;66;1;11219
50;2023-05-16T04:16:24.577680;55;1;11222
50;2023-05-16T04:16:25.600092;36;1;11225
50;2023-05-16T04:16:26.630806;74;1;11228
50;2023-05-16T04:16:27.600607;64;1;11231
50;2023-05-16T04:16:28.635902;6;1;11234
50;2023-05-16T04:16:29.653219;82;1;11237
