device_char_link_id;timestamp;value;is_sync;id
39;2023-05-16T00:09:40.757901;86;0;1497
39;2023-05-16T00:09:41.668713;25;0;1498
39;2023-05-16T00:09:42.638704;27;0;1499
39;2023-05-16T00:09:43.664108;55;0;1500
39;2023-05-16T00:09:44.640327;35;0;1501
39;2023-05-16T00:09:45.661349;13;0;1502
39;2023-05-16T00:09:46.685919;34;0;1503
39;2023-05-16T00:09:47.709938;35;0;1504
39;2023-05-16T00:09:48.688678;57;0;1505
39;2023-05-16T00:09:49.712921;94;0;1506
39;2023-05-16T00:09:50.683401;61;0;1507
39;2023-05-16T00:09:51.707007;19;0;1508
39;2023-05-16T00:09:52.697527;100;0;1509
39;2023-05-16T00:09:53.705948;44;0;1510
39;2023-05-16T00:09:54.680751;10;0;1511
39;2023-05-16T00:09:55.706019;4;0;1512
39;2023-05-16T00:09:56.729872;26;0;1513
39;2023-05-16T00:09:57.754019;29;0;1514
39;2023-05-16T00:09:58.728811;77;0;1515
39;2023-05-16T00:09:59.754786;79;0;1516
39;2023-05-16T00:10:00.726521;40;0;1517
39;2023-05-16T00:10:01.750322;90;0;1518
39;2023-05-16T00:10:02.725441;95;0;1519
39;2023-05-16T00:10:03.751052;92;0;1520
39;2023-05-16T00:10:04.723449;70;0;1521
39;2023-05-16T00:10:05.747663;35;0;1522
39;2023-05-16T00:10:06.821763;92;0;1523
39;2023-05-16T00:10:07.794847;27;0;1524
39;2023-05-16T00:10:08.772879;42;0;1525
39;2023-05-16T00:10:09.793772;58;0;1526
39;2023-05-16T00:10:10.768553;13;0;1527
39;2023-05-16T00:10:11.792412;100;0;1528
39;2023-05-16T00:10:12.767707;51;0;1529
39;2023-05-16T00:10:13.790574;96;0;1530
39;2023-05-16T00:10:14.765946;61;0;1531
39;2023-05-16T00:10:15.796753;77;0;1532
39;2023-05-16T00:10:16.764776;28;0;1533
39;2023-05-16T00:10:17.792344;63;0;1534
39;2023-05-16T00:10:18.815324;35;0;1535
39;2023-05-16T00:10:19.842168;59;0;1536
39;2023-05-16T00:10:20.814171;94;0;1537
39;2023-05-16T00:10:21.835517;37;0;1538
39;2023-05-16T00:10:22.810628;27;0;1539
39;2023-05-16T00:10:23.833487;39;0;1540
39;2023-05-16T00:10:24.810157;10;0;1541
39;2023-05-16T00:10:25.839839;83;0;1542
39;2023-05-16T00:10:26.808073;4;0;1543
39;2023-05-16T00:10:27.833473;97;0;1544
39;2023-05-16T00:10:29.062248;42;0;1545
39;2023-05-16T00:10:29.882017;68;0;1546
39;2023-05-16T00:10:30.902803;94;0;1547
39;2023-05-16T00:10:31.884313;28;0;1548
39;2023-05-16T00:10:32.906169;100;0;1549
39;2023-05-16T00:10:33.927277;81;0;1550
39;2023-05-16T00:10:34.901576;89;0;1551
39;2023-05-16T00:10:35.925865;12;0;1552
39;2023-05-16T00:10:36.947360;42;0;1553
39;2023-05-16T00:10:37.982352;74;0;1554
39;2023-05-16T00:10:38.949382;61;0;1555
39;2023-05-16T00:10:39.970572;5;0;1556
39;2023-05-16T00:10:40.996959;61;0;1557
39;2023-05-16T00:10:42.018602;94;0;1558
39;2023-05-16T00:10:42.993504;23;0;1559
39;2023-05-16T00:10:44.017254;83;0;1560
39;2023-05-16T00:10:45.043122;62;0;1561
39;2023-05-16T00:10:46.066732;21;0;1562
39;2023-05-16T00:10:47.039927;27;0;1563
39;2023-05-16T00:10:48.065536;75;0;1564
39;2023-05-16T00:10:49.089486;69;0;1565
39;2023-05-16T00:10:50.113369;55;0;1566
39;2023-05-16T00:10:51.090178;99;0;1567
39;2023-05-16T00:10:52.110468;61;0;1568
39;2023-05-16T00:10:53.135180;32;0;1569
39;2023-05-16T00:10:54.158689;32;0;1570
39;2023-05-16T00:10:55.139835;2;0;1571
39;2023-05-16T00:10:56.157521;42;0;1572
39;2023-05-16T00:10:57.180659;32;0;1573
39;2023-05-16T00:10:58.204508;42;0;1574
39;2023-05-16T00:10:59.179768;1;0;1575
39;2023-05-16T00:11:00.204874;78;0;1576
39;2023-05-16T00:11:01.228384;24;0;1577
39;2023-05-16T00:11:02.252334;20;0;1578
39;2023-05-16T00:11:03.225123;100;0;1579
39;2023-05-16T00:11:04.250625;50;0;1580
39;2023-05-16T00:11:05.275829;14;0;1581
39;2023-05-16T00:11:06.296541;8;0;1582
39;2023-05-16T00:11:07.273427;76;0;1583
39;2023-05-16T00:11:08.296199;22;0;1584
39;2023-05-16T00:11:09.320719;41;0;1585
39;2023-05-16T00:11:10.350168;77;0;1586
39;2023-05-16T00:11:11.319677;87;0;1587
39;2023-05-16T00:11:12.342701;95;0;1588
39;2023-05-16T00:11:13.367016;80;0;1589
39;2023-05-16T00:11:14.389756;60;0;1590
39;2023-05-16T00:11:15.364402;12;0;1591
39;2023-05-16T00:11:16.391192;31;0;1592
39;2023-05-16T00:11:17.412165;68;0;1593
39;2023-05-16T00:11:18.437052;72;0;1594
39;2023-05-16T00:11:19.411256;28;0;1595
39;2023-05-16T00:11:20.436050;100;0;1596
39;2023-05-16T00:11:21.461822;9;0;1597
39;2023-05-16T00:11:22.482736;96;0;1598
39;2023-05-16T00:11:23.459466;33;0;1599
39;2023-05-16T00:11:24.482599;30;0;1600
39;2023-05-16T00:11:25.504156;81;0;1601
39;2023-05-16T00:11:26.529511;19;0;1602
39;2023-05-16T00:11:27.502978;95;0;1603
39;2023-05-16T00:11:28.528319;78;0;1604
39;2023-05-16T00:11:29.505954;69;0;1605
39;2023-05-16T00:11:30.526808;100;0;1606
39;2023-05-16T00:11:31.551730;90;0;1607
39;2023-05-16T00:11:32.577963;16;0;1608
39;2023-05-16T00:11:33.549783;48;0;1609
39;2023-05-16T00:11:34.572810;88;0;1610
39;2023-05-16T00:11:35.596196;60;0;1611
39;2023-05-16T00:11:36.620046;63;0;1612
39;2023-05-16T00:11:37.595975;19;0;1613
39;2023-05-16T00:11:38.619261;82;0;1614
39;2023-05-16T00:11:39.643562;75;0;1615
39;2023-05-16T00:11:40.670787;66;0;1616
39;2023-05-16T00:11:41.640650;79;0;1617
39;2023-05-16T00:11:42.666939;63;0;1618
39;2023-05-16T00:11:43.688920;39;0;1619
