timestamp;char_name;value
2023-05-16T03:04:24.501;heartRate;30
2023-05-16T03:04:25.514;heartRate;58
2023-05-16T03:04:26.522;heartRate;39
2023-05-16T03:04:27.541;heartRate;12
2023-05-16T03:04:28.554;heartRate;92
2023-05-16T03:04:29.569;heartRate;26
2023-05-16T03:04:30.582;heartRate;50
2023-05-16T03:04:31.590;heartRate;61
2023-05-16T03:04:32.607;heartRate;5
2023-05-16T03:04:33.620;heartRate;24
2023-05-16T03:04:34.634;heartRate;28
2023-05-16T03:04:35.646;heartRate;84
2023-05-16T03:04:36.665;heartRate;69
2023-05-16T03:04:37.677;heartRate;67
2023-05-16T03:04:38.690;heartRate;88
2023-05-16T03:04:39.703;heartRate;96
2023-05-16T03:04:40.716;heartRate;66
2023-05-16T03:04:41.729;heartRate;36
2023-05-16T03:04:42.740;heartRate;92
2023-05-16T03:04:43.748;heartRate;54
2023-05-16T03:04:44.755;heartRate;94
2023-05-16T03:04:45.767;heartRate;27
2023-05-16T03:04:46.779;heartRate;8
2023-05-16T03:04:47.796;heartRate;50
2023-05-16T03:04:48.807;heartRate;9
2023-05-16T03:04:49.815;heartRate;97
2023-05-16T03:04:50.827;heartRate;95
2023-05-16T03:04:51.839;heartRate;12
2023-05-16T03:04:52.857;heartRate;88
2023-05-16T03:04:53.865;heartRate;55
2023-05-16T03:04:54.874;heartRate;49
2023-05-16T03:04:55.881;heartRate;92
2023-05-16T03:04:56.900;heartRate;58
2023-05-16T03:04:57.920;heartRate;16
2023-05-16T03:04:58.934;heartRate;98
2023-05-16T03:04:59.953;heartRate;91
2023-05-16T03:05:00.965;heartRate;9
2023-05-16T03:05:01.976;heartRate;36
2023-05-16T03:05:02.994;heartRate;67
2023-05-16T03:05:04;heartRate;26
2023-05-16T03:05:05.016;heartRate;29
2023-05-16T03:05:06.031;heartRate;93
2023-05-16T03:05:07.042;heartRate;12
2023-05-16T03:05:08.060;heartRate;61
2023-05-16T03:05:09.072;heartRate;50
2023-05-16T03:05:10.086;heartRate;57
2023-05-16T03:05:11.099;heartRate;30
2023-05-16T03:05:12.115;heartRate;58
2023-05-16T03:05:13.134;heartRate;26
2023-05-16T03:05:14.154;heartRate;44
2023-05-16T03:05:15.161;heartRate;88
2023-05-16T03:05:16.180;heartRate;37
2023-05-16T03:05:17.192;heartRate;69
2023-05-16T03:05:18.199;heartRate;44
2023-05-16T03:05:19.209;heartRate;80
2023-05-16T03:05:20.220;heartRate;37
2023-05-16T03:05:21.233;heartRate;4
2023-05-16T03:05:22.252;heartRate;25
2023-05-16T03:05:23.258;heartRate;89
2023-05-16T03:05:24.270;heartRate;44
2023-05-16T03:05:25.278;heartRate;13
2023-05-16T03:05:26.284;heartRate;80
2023-05-16T03:05:27.296;heartRate;7
2023-05-16T03:05:28.314;heartRate;54
2023-05-16T03:05:29.328;heartRate;60
2023-05-16T03:05:30.341;heartRate;75
2023-05-16T03:05:31.348;heartRate;29
2023-05-16T03:05:32.360;heartRate;90
2023-05-16T03:05:33.380;heartRate;46
2023-05-16T03:05:34.387;heartRate;32
2023-05-16T03:05:35.394;heartRate;17
2023-05-16T03:05:36.412;heartRate;66
2023-05-16T03:05:37.419;heartRate;73
2023-05-16T03:05:38.425;heartRate;93
2023-05-16T03:05:39.432;heartRate;60
2023-05-16T03:05:40.439;heartRate;15
2023-05-16T03:05:41.446;heartRate;39
2023-05-16T03:05:42.457;heartRate;24
2023-05-16T03:05:43.469;heartRate;64
2023-05-16T03:05:44.476;heartRate;13
2023-05-16T03:05:45.483;heartRate;25
2023-05-16T03:05:46.494;heartRate;73
2023-05-16T03:05:47.501;heartRate;90
2023-05-16T03:05:48.513;heartRate;56
2023-05-16T03:05:49.530;heartRate;21
2023-05-16T03:05:50.543;heartRate;53
2023-05-16T03:05:51.554;heartRate;8
2023-05-16T03:05:52.561;heartRate;64
2023-05-16T03:05:53.573;heartRate;75
2023-05-16T03:05:54.585;heartRate;86
2023-05-16T03:05:55.597;heartRate;19
2023-05-16T03:05:56.610;heartRate;74
2023-05-16T03:05:57.629;heartRate;35
2023-05-16T03:05:58.640;heartRate;82
2023-05-16T03:05:59.653;heartRate;46
2023-05-16T03:06:00.669;heartRate;21
2023-05-16T03:06:01.684;heartRate;48
2023-05-16T03:06:02.696;heartRate;33
2023-05-16T03:06:03.706;heartRate;57
2023-05-16T03:06:04.719;heartRate;65
2023-05-16T03:06:05.732;heartRate;5
2023-05-16T03:06:06.752;heartRate;46
2023-05-16T03:06:07.770;heartRate;21
2023-05-16T03:06:08.783;heartRate;7
2023-05-16T03:06:09.790;heartRate;77
2023-05-16T03:06:10.796;heartRate;78
2023-05-16T03:06:11.814;heartRate;25
2023-05-16T03:06:12.833;heartRate;1
2023-05-16T03:06:13.840;heartRate;52
2023-05-16T03:06:14.849;heartRate;87
2023-05-16T03:06:15.868;heartRate;82
2023-05-16T03:06:16.875;heartRate;98
2023-05-16T03:06:17.891;heartRate;59
2023-05-16T03:06:18.904;heartRate;46
2023-05-16T03:06:19.916;heartRate;56
2023-05-16T03:06:20.924;heartRate;59
2023-05-16T03:06:21.942;heartRate;91
2023-05-16T03:06:22.961;heartRate;78
2023-05-16T03:06:23.975;heartRate;26
2023-05-16T03:06:24.996;heartRate;59
2023-05-16T03:06:26.004;heartRate;4
2023-05-16T03:06:27.015;heartRate;53
2023-05-16T03:06:28.022;heartRate;52
2023-05-16T03:06:29.033;heartRate;22
2023-05-16T03:06:30.053;heartRate;81
2023-05-16T03:06:31.060;heartRate;2
2023-05-16T03:06:32.078;heartRate;83
2023-05-16T03:06:33.091;heartRate;80
2023-05-16T03:06:34.104;heartRate;38
2023-05-16T03:06:35.116;heartRate;36
2023-05-16T03:06:36.136;heartRate;67
2023-05-16T03:06:37.156;heartRate;71
2023-05-16T03:06:38.164;heartRate;91
2023-05-16T03:06:39.171;heartRate;39
2023-05-16T03:06:40.189;heartRate;57
2023-05-16T03:06:41.201;heartRate;95
2023-05-16T03:06:42.208;heartRate;92
2023-05-16T03:06:43.225;heartRate;79
2023-05-16T03:06:44.232;heartRate;26
2023-05-16T03:06:45.248;heartRate;38
2023-05-16T03:06:46.258;heartRate;85
2023-05-16T03:06:47.265;heartRate;70
2023-05-16T03:06:48.281;heartRate;33
2023-05-16T03:06:49.294;heartRate;36
2023-05-16T03:06:50.308;heartRate;80
2023-05-16T03:06:51.328;heartRate;2
2023-05-16T03:06:52.341;heartRate;1
2023-05-16T03:06:53.348;heartRate;44
2023-05-16T03:06:54.360;heartRate;68
2023-05-16T03:06:55.367;heartRate;37
2023-05-16T03:06:56.380;heartRate;49
2023-05-16T03:06:57.390;heartRate;9
2023-05-16T03:06:58.402;heartRate;53
2023-05-16T03:06:59.415;heartRate;30
2023-05-16T03:07:00.427;heartRate;85
2023-05-16T03:07:01.440;heartRate;18
2023-05-16T03:07:02.460;heartRate;77
2023-05-16T03:07:03.467;heartRate;57
2023-05-16T03:07:04.485;heartRate;54
2023-05-16T03:07:05.492;heartRate;70
2023-05-16T03:07:06.502;heartRate;24
2023-05-16T03:07:07.514;heartRate;30
2023-05-16T03:07:08.532;heartRate;2
2023-05-16T03:07:09.551;heartRate;98
2023-05-16T03:07:10.570;heartRate;4
2023-05-16T03:07:11.589;heartRate;55
2023-05-16T03:07:12.601;heartRate;52
2023-05-16T03:07:13.611;heartRate;98
2023-05-16T03:07:14.617;heartRate;48
2023-05-16T03:07:15.623;heartRate;72
2023-05-16T03:07:16.641;heartRate;46
2023-05-16T03:07:17.660;heartRate;89
2023-05-16T03:07:18.676;heartRate;10
2023-05-16T03:07:19.682;heartRate;57
2023-05-16T03:07:20.698;heartRate;2
2023-05-16T03:07:21.710;heartRate;10
2023-05-16T03:07:22.723;heartRate;57
2023-05-16T03:07:23.729;heartRate;4
2023-05-16T03:07:24.741;heartRate;12
2023-05-16T03:07:25.748;heartRate;34
2023-05-16T03:07:26.762;heartRate;25
2023-05-16T03:07:27.782;heartRate;34
2023-05-16T03:07:28.794;heartRate;13
2023-05-16T03:07:29.806;heartRate;56
2023-05-16T03:07:30.813;heartRate;78
2023-05-16T03:07:31.825;heartRate;22
2023-05-16T03:07:32.837;heartRate;12
2023-05-16T03:07:33.849;heartRate;74
2023-05-16T03:07:34.868;heartRate;40
2023-05-16T03:07:35.876;heartRate;17
2023-05-16T03:07:36.889;heartRate;30
2023-05-16T03:07:37.907;heartRate;59
2023-05-16T03:07:38.913;heartRate;55
2023-05-16T03:07:39.926;heartRate;8
2023-05-16T03:07:40.944;heartRate;28
2023-05-16T03:07:41.956;heartRate;80
2023-05-16T03:07:42.974;heartRate;60
2023-05-16T03:07:43.991;heartRate;60
2023-05-16T03:07:44.997;heartRate;2
2023-05-16T03:07:46.009;heartRate;49
2023-05-16T03:07:47.016;heartRate;82
2023-05-16T03:07:48.021;heartRate;57
2023-05-16T03:07:49.032;heartRate;32
2023-05-16T03:07:50.039;heartRate;45
2023-05-16T03:07:51.048;heartRate;1
2023-05-16T03:07:52.060;heartRate;91
2023-05-16T03:07:53.067;heartRate;7
2023-05-16T03:07:54.081;heartRate;71
2023-05-16T03:07:55.088;heartRate;69
2023-05-16T03:07:56.091;heartRate;43
2023-05-16T03:07:57.095;heartRate;38
2023-05-16T03:07:58.106;heartRate;22
2023-05-16T03:07:59.119;heartRate;46
2023-05-16T03:08:00.124;heartRate;50
2023-05-16T03:08:01.135;heartRate;4
2023-05-16T03:08:02.148;heartRate;16
2023-05-16T03:08:03.154;heartRate;77
2023-05-16T03:08:04.166;heartRate;63
2023-05-16T03:08:05.185;heartRate;92
2023-05-16T03:08:06.191;heartRate;1
