device_char_link_id;timestamp;value;is_sync;id
41;2023-05-16T03:04:26.863715;78;1;6045
41;2023-05-16T03:04:27.831337;27;1;6047
41;2023-05-16T03:04:28.807090;47;1;6049
41;2023-05-16T03:04:29.832430;63;1;6051
41;2023-05-16T03:04:30.862290;63;1;6053
41;2023-05-16T03:04:31.933431;69;1;6055
41;2023-05-16T03:04:32.865095;40;1;6057
41;2023-05-16T03:04:33.885526;81;1;6059
41;2023-05-16T03:04:34.851511;50;1;6061
41;2023-05-16T03:04:35.886465;15;1;6063
41;2023-05-16T03:04:36.903338;28;1;6065
41;2023-05-16T03:04:37.938757;40;1;6067
41;2023-05-16T03:04:38.959205;97;1;6069
41;2023-05-16T03:04:39.927809;26;1;6071
41;2023-05-16T03:04:40.948908;62;1;6073
41;2023-05-16T03:04:41.981344;33;1;6075
41;2023-05-16T03:04:42.955809;19;1;6077
41;2023-05-16T03:04:43.986958;20;1;6079
41;2023-05-16T03:04:44.954317;51;1;6081
41;2023-05-16T03:04:45.974991;27;1;6083
41;2023-05-16T03:04:47.002063;46;1;6085
41;2023-05-16T03:04:48.014842;25;1;6087
41;2023-05-16T03:04:48.999727;25;1;6089
41;2023-05-16T03:04:50.073869;15;1;6091
41;2023-05-16T03:04:51.047673;90;1;6093
41;2023-05-16T03:04:52.068283;55;1;6095
41;2023-05-16T03:04:53.037704;48;1;6097
41;2023-05-16T03:04:54.071244;72;1;6099
41;2023-05-16T03:04:55.046216;47;1;6101
41;2023-05-16T03:04:56.071803;4;1;6103
41;2023-05-16T03:04:57.095771;93;1;6105
41;2023-05-16T03:04:58.119745;7;1;6107
41;2023-05-16T03:04:59.090659;24;1;6109
41;2023-05-16T03:05:00.113212;59;1;6111
41;2023-05-16T03:05:01.082211;44;1;6113
41;2023-05-16T03:05:02.115216;11;1;6115
41;2023-05-16T03:05:03.138930;94;1;6117
41;2023-05-16T03:05:04.163595;98;1;6119
41;2023-05-16T03:05:05.128573;7;1;6121
41;2023-05-16T03:05:06.154096;91;1;6123
41;2023-05-16T03:05:07.186999;100;1;6125
41;2023-05-16T03:05:08.300262;31;1;6127
41;2023-05-16T03:05:09.180747;61;1;6129
41;2023-05-16T03:05:10.204792;53;1;6131
41;2023-05-16T03:05:11.231091;77;1;6133
41;2023-05-16T03:05:12.198860;7;1;6135
41;2023-05-16T03:05:13.223872;5;1;6137
41;2023-05-16T03:05:14.248457;18;1;6139
41;2023-05-16T03:05:15.227977;45;1;6141
41;2023-05-16T03:05:16.252376;98;1;6143
41;2023-05-16T03:05:17.276295;58;1;6145
41;2023-05-16T03:05:18.300877;33;1;6147
41;2023-05-16T03:05:19.323528;75;1;6149
41;2023-05-16T03:05:20.298989;31;1;6151
41;2023-05-16T03:05:21.274134;52;1;6153
41;2023-05-16T03:05:22.297516;94;1;6155
41;2023-05-16T03:05:23.313057;83;1;6157
41;2023-05-16T03:05:24.342889;63;1;6159
41;2023-05-16T03:05:25.310751;42;1;6161
41;2023-05-16T03:05:26.340337;7;1;6163
41;2023-05-16T03:05:27.359877;93;1;6165
41;2023-05-16T03:05:28.342620;19;1;6167
41;2023-05-16T03:05:29.360683;24;1;6169
41;2023-05-16T03:05:30.468306;93;1;6171
41;2023-05-16T03:05:31.358929;68;1;6173
41;2023-05-16T03:05:32.384668;97;1;6175
41;2023-05-16T03:05:33.407960;36;1;6177
41;2023-05-16T03:05:34.428758;85;1;6179
41;2023-05-16T03:05:35.402449;76;1;6181
41;2023-05-16T03:05:36.423246;83;1;6183
41;2023-05-16T03:05:37.460683;3;1;6185
41;2023-05-16T03:05:38.427179;17;1;6187
41;2023-05-16T03:05:39.457313;79;1;6189
41;2023-05-16T03:05:40.475403;89;1;6191
41;2023-05-16T03:05:41.453532;64;1;6193
41;2023-05-16T03:05:42.479452;37;1;6195
41;2023-05-16T03:05:43.510835;51;1;6197
41;2023-05-16T03:05:44.527440;91;1;6199
41;2023-05-16T03:05:45.503447;74;1;6201
41;2023-05-16T03:05:46.526947;99;1;6203
41;2023-05-16T03:05:47.502180;47;1;6205
41;2023-05-16T03:05:48.529007;78;1;6207
41;2023-05-16T03:05:49.549966;19;1;6209
41;2023-05-16T03:05:50.570660;55;1;6211
41;2023-05-16T03:05:51.547244;100;1;6213
41;2023-05-16T03:05:52.572379;57;1;6215
41;2023-05-16T03:05:53.566612;54;1;6217
41;2023-05-16T03:05:54.572056;80;1;6219
41;2023-05-16T03:05:55.588618;51;1;6221
41;2023-05-16T03:05:56.618265;24;1;6223
41;2023-05-16T03:05:57.611637;22;1;6224
41;2023-05-16T03:05:58.630679;70;1;6227
41;2023-05-16T03:05:59.657278;25;1;6229
41;2023-05-16T03:06:00.671328;97;1;6231
41;2023-05-16T03:06:01.648171;58;1;6232
41;2023-05-16T03:06:02.662159;56;1;6234
41;2023-05-16T03:06:03.643525;10;1;6236
41;2023-05-16T03:06:04.699611;59;1;6239
41;2023-05-16T03:06:05.702689;84;1;6241
41;2023-05-16T03:06:06.707131;45;1;6242
41;2023-05-16T03:06:07.689276;20;1;6244
41;2023-05-16T03:06:08.712042;93;1;6246
41;2023-05-16T03:06:09.742142;29;1;6248
41;2023-05-16T03:06:10.765576;51;1;6251
41;2023-05-16T03:06:11.741493;32;1;6252
41;2023-05-16T03:06:12.760964;56;1;6254
41;2023-05-16T03:06:13.725947;15;1;6256
41;2023-05-16T03:06:14.813057;37;1;6259
41;2023-05-16T03:06:15.765664;81;1;6260
41;2023-05-16T03:06:16.808607;50;1;6262
41;2023-05-16T03:06:17.782337;75;1;6264
41;2023-05-16T03:06:18.808795;20;1;6266
41;2023-05-16T03:06:19.815829;52;1;6268
41;2023-05-16T03:06:20.862766;51;1;6270
41;2023-05-16T03:06:21.831539;7;1;6272
41;2023-05-16T03:06:22.855759;81;1;6274
41;2023-05-16T03:06:23.825869;26;1;6276
41;2023-05-16T03:06:24.851512;70;1;6278
41;2023-05-16T03:06:25.877408;57;1;6280
41;2023-05-16T03:06:26.893986;15;1;6282
41;2023-05-16T03:06:27.871291;80;1;6284
41;2023-05-16T03:06:28.896141;70;1;6286
41;2023-05-16T03:06:29.920687;57;1;6288
41;2023-05-16T03:06:30.948373;65;1;6290
41;2023-05-16T03:06:31.920260;46;1;6292
41;2023-05-16T03:06:32.943578;48;1;6294
41;2023-05-16T03:06:33.919142;52;1;6296
41;2023-05-16T03:06:34.936893;61;1;6298
41;2023-05-16T03:06:35.956951;49;1;6300
41;2023-05-16T03:06:36.984792;29;1;6302
41;2023-05-16T03:06:37.965962;25;1;6304
41;2023-05-16T03:06:38.984521;27;1;6306
41;2023-05-16T03:06:39.996468;45;1;6308
41;2023-05-16T03:06:41.033696;31;1;6310
41;2023-05-16T03:06:42.007616;10;1;6312
41;2023-05-16T03:06:43.037335;71;1;6314
41;2023-05-16T03:06:44.008384;21;1;6316
41;2023-05-16T03:06:45.036478;24;1;6318
41;2023-05-16T03:06:46.057835;13;1;6320
41;2023-05-16T03:06:47.084119;41;1;6322
41;2023-05-16T03:06:48.057219;95;1;6324
41;2023-05-16T03:06:49.083782;33;1;6326
41;2023-05-16T03:06:50.103470;90;1;6328
41;2023-05-16T03:06:51.079586;5;1;6330
41;2023-05-16T03:06:52.101709;86;1;6332
41;2023-05-16T03:06:53.114471;98;1;6334
