timestamp;char_name;value
2023-05-16T04:15:05.550;heartRate;24
2023-05-16T04:15:06.569;heartRate;85
2023-05-16T04:15:07.582;heartRate;32
2023-05-16T04:15:08.588;heartRate;78
2023-05-16T04:15:09.607;heartRate;52
2023-05-16T04:15:10.619;heartRate;23
2023-05-16T04:15:11.634;heartRate;73
2023-05-16T04:15:12.653;heartRate;53
2023-05-16T04:15:13.670;heartRate;83
2023-05-16T04:15:14.678;heartRate;80
2023-05-16T04:15:15.689;heartRate;44
2023-05-16T04:15:16.702;heartRate;94
2023-05-16T04:15:17.720;heartRate;71
2023-05-16T04:15:18.732;heartRate;99
2023-05-16T04:15:19.739;heartRate;21
2023-05-16T04:15:20.748;heartRate;61
2023-05-16T04:15:21.760;heartRate;22
2023-05-16T04:15:22.768;heartRate;59
2023-05-16T04:15:23.781;heartRate;80
2023-05-16T04:15:24.792;heartRate;15
2023-05-16T04:15:25.799;heartRate;88
2023-05-16T04:15:26.817;heartRate;25
2023-05-16T04:15:27.836;heartRate;31
2023-05-16T04:15:28.845;heartRate;33
2023-05-16T04:15:29.858;heartRate;89
2023-05-16T04:15:30.876;heartRate;82
2023-05-16T04:15:31.887;heartRate;40
2023-05-16T04:15:32.901;heartRate;37
2023-05-16T04:15:33.913;heartRate;69
2023-05-16T04:15:34.925;heartRate;61
2023-05-16T04:15:35.943;heartRate;94
2023-05-16T04:15:36.955;heartRate;13
2023-05-16T04:15:37.967;heartRate;57
2023-05-16T04:15:38.975;heartRate;67
2023-05-16T04:15:39.992;heartRate;51
2023-05-16T04:15:41.008;heartRate;76
2023-05-16T04:15:42.027;heartRate;95
2023-05-16T04:15:43.039;heartRate;7
2023-05-16T04:15:44.051;heartRate;3
2023-05-16T04:15:45.068;heartRate;79
2023-05-16T04:15:46.080;heartRate;53
2023-05-16T04:15:47.093;heartRate;29
2023-05-16T04:15:48.105;heartRate;13
2023-05-16T04:15:49.123;heartRate;60
2023-05-16T04:15:50.130;heartRate;62
2023-05-16T04:15:51.139;heartRate;33
2023-05-16T04:15:52.156;heartRate;15
2023-05-16T04:15:53.174;heartRate;78
2023-05-16T04:15:54.187;heartRate;9
