timestamp;char_name;value
2023-05-16T02:41:55.200060;heartRate;23
2023-05-16T02:41:56.207721;heartRate;66
2023-05-16T02:41:57.217390;heartRate;77
2023-05-16T02:41:58.225878;heartRate;84
2023-05-16T02:41:59.230589;heartRate;67
2023-05-16T02:42:00.234540;heartRate;13
2023-05-16T02:42:01.242558;heartRate;85
2023-05-16T02:42:02.251293;heartRate;98
2023-05-16T02:42:03.260131;heartRate;77
2023-05-16T02:42:04.266524;heartRate;4
2023-05-16T02:42:05.274373;heartRate;20
2023-05-16T02:42:06.283455;heartRate;2
2023-05-16T02:42:07.293205;heartRate;37
2023-05-16T02:42:08.302128;heartRate;20
2023-05-16T02:42:09.310387;heartRate;84
2023-05-16T02:42:10.319493;heartRate;100
2023-05-16T02:42:11.328769;heartRate;59
2023-05-16T02:42:12.339722;heartRate;16
2023-05-16T02:42:13.348076;heartRate;38
2023-05-16T02:42:14.355109;heartRate;74
2023-05-16T02:42:15.362927;heartRate;96
2023-05-16T02:42:16.374989;heartRate;97
2023-05-16T02:42:17.383400;heartRate;86
2023-05-16T02:42:18.391706;heartRate;38
2023-05-16T02:42:19.399766;heartRate;30
2023-05-16T02:42:20.407837;heartRate;91
2023-05-16T02:42:21.415959;heartRate;64
2023-05-16T02:42:22.424004;heartRate;44
2023-05-16T02:42:23.429566;heartRate;95
2023-05-16T02:42:24.434065;heartRate;15
2023-05-16T02:42:25.437666;heartRate;83
2023-05-16T02:42:26.440753;heartRate;72
2023-05-16T02:42:27.446149;heartRate;82
2023-05-16T02:42:28.451212;heartRate;54
2023-05-16T02:42:29.455066;heartRate;63
2023-05-16T02:42:30.458714;heartRate;3
2023-05-16T02:42:31.465805;heartRate;16
2023-05-16T02:42:32.470665;heartRate;73
2023-05-16T02:42:33.475039;heartRate;51
2023-05-16T02:42:34.479213;heartRate;54
2023-05-16T02:42:35.482670;heartRate;1
2023-05-16T02:42:36.489651;heartRate;21
2023-05-16T02:42:37.494363;heartRate;94
2023-05-16T02:42:38.498873;heartRate;80
2023-05-16T02:42:39.502210;heartRate;94
2023-05-16T02:42:40.507196;heartRate;53
2023-05-16T02:42:41.513174;heartRate;91
